-0,8458595674	3,2767147880
2,0507833886	-0,3219676244
3,3857621681	-1,8295365565
-2,4393783058	-0,9191201620
3,9900685516	-0,4386995338
0,1417505497	3,7140393000
0,2488062007	2,1466846781
-2,2250583667	-1,6967853396
0,6908696958	3,6424884500
3,6008138615	-1,6389336667
0,3635860731	2,7640534674
0,5841689855	2,6652803620
-2,8524804122	-1,6027024663
-1,9181561716	-2,5214287528
1,4967116500	2,5355070277
-1,1758673964	-1,0822880805
0,2213289012	2,5338030092
3,9151798133	-0,5624724227
-2,4503275027	-0,6431774880
-1,8813142112	-1,0877961018
1,8027805427	-1,8330727785
1,2220430817	3,2853668076
2,8788876417	0,5579832194
2,0020750442	3,5906111370
3,8740841960	-0,5369489862
2,8800789019	-0,7910957460
-2,5188230883	-2,5006000418
3,3951573099	-0,4520232544
-2,4183701710	-0,3852237670
-1,1804737462	-1,9151703177
3,5110581892	-0,5740472382
-0,7652170592	2,7350347740
-2,4095285213	-0,5499472257
-1,5689804740	-2,1690786212
-1,0990272074	-1,7597656624
4,8164095661	-0,9677053721
-1,7320815424	-2,9029782318
-1,8216344007	-1,5460436340
2,9235198789	-0,7516863182
2,3569782042	-0,4309042252
-2,6808018424	-1,7190685273
-2,3070671052	-2,8411806400
-0,0179771529	2,3152856635
-2,8370083773	-1,6803943949
1,0718000778	-1,2054838702
1,0948606289	2,8024302868
-1,4901720256	-1,4291912588
-2,4560974219	-1,8763919779
0,3706345215	2,4982470820
-1,2423828250	-1,6592143225
-2,7356930862	-2,1331398084
-1,9441046899	-2,4209465734
3,7222354181	-1,6786042283
3,3054215831	-1,1018944396
0,9204603758	2,1394119171
0,1175195716	2,4435814855
2,1596606786	2,2289181411
3,7238196994	-1,5681988240
3,0407022261	-0,8833215250
2,6379158757	-0,0682161464
2,9663172581	-2,8847720060
2,1760361106	2,2887798779
-2,6273582994	-2,4590233515
0,6501167394	2,7786878660
-0,0779826672	2,4599437789
1,9086446115	3,6938531236
-2,8738848684	-1,7442797268
1,1964068643	3,0330882549
2,0117273734	-0,1805672639
-0,7451885804	3,4525061098
3,1248752804	-1,2309807223
-2,1612732670	-0,0993497336
3,8893217396	-2,4087277860
-0,8712533671	2,8206026576
-2,1162902921	-1,8520680151
-2,4722538550	-2,3632622131
2,0744391754	3,5137197132
2,0998190421	3,3659754361
2,0942862217	-0,0983347944
2,7540868951	2,7741556527
-2,2487654321	2,6313131313
1,2985148156	-0,9190951098
2,1941600090	3,1974526054
-0,3367637136	3,1525929287
2,5819289948	-2,0332266936
2,2172981002	2,8847761738
2,2463472475	-1,8006124313
-2,9389928560	-1,4298469581
3,3220422190	-1,9616457101
4,4739998722	-0,4833038125
1,4084548403	3,1854703821
-0,9769337757	3,1046113973
-2,3314617691	-0,3833249491
1,7043134764	3,6549489088
3,1063988959	-2,8505550040
-1,0543528663	-1,2558775392
3,5666126049	-0,4172181312
-0,1338324074	3,8085725337
-2,4030171041	-2,5826827061
3,2042237694	-1,0281793526
-2,2439356964	-0,6705979324
2,7609726785	2,6408969443
3,3629197838	-2,1901496030
-0,6640175845	2,7403038038
-0,0410519628	2,8092523412
-1,2249725337	-1,0637383433
-0,1375935705	3,7149264571
