701	327	302	745	643	414
64	489	841	518	895	741
557	526	937	195	704	348
563	116	321	949	76	38
379	38	807	65	619	472
160	978	274	674	457	362
772	669	306	618	116	157
980	752	139	125	553	463
785	100	750	942	653	865
790	43	384	758	925	444
190	643	24	148	734	201
599	732	954	844	997	2
544	943	350	5	305	169
34	8	39	868	369	601
445	615	600	629	753	602
127	166	301	883	662	184
853	252	729	77	246	23
478	379	350	34	376	217
327	112	347	130	900	408
625	299	945	532	907	393
404	961	771	548	711	62
909	996	595	992	562	492
130	3	572	911	886	363
546	923	611	380	693	720
642	477	636	951	31	947
729	85	504	115	473	817
464	878	269	386	907	859
599	713	539	870	34	2
210	813	544	535	830	297
435	781	671	329	803	512
286	803	720	760	873	171
356	228	226	442	450	233
429	828	638	807	784	230
10	190	269	827	239	981
289	691	570	530	881	694
153	605	338	818	268	136
360	655	999	393	587	419
901	78	727	730	273	798
18	290	268	942	677	784
228	793	413	279	996	45
286	953	789	804	566	502
656	827	278	787	236	694
245	378	916	9	859	664
543	153	416	601	17	278
47	781	328	209	454	793
852	962	658	3	642	179
347	758	768	710	92	445
729	806	686	775	445	664
722	111	510	91	335	173
563	713	9	456	772	152
521	362	907	158	548	782
151	985	393	379	700	596
499	706	401	195	870	915
78	918	661	282	17	922
535	812	224	512	339	34
828	662	161	641	956	237
35	334	210	783	53	970
101	926	516	582	905	824
836	705	600	208	319	794
163	970	977	520	744	879
970	712	468	124	524	704
65	422	659	413	889	790
426	370	282	352	259	61
438	87	181	576	61	486
881	135	89	484	461	32
80	197	791	252	53	696
534	800	94	447	329	981
853	564	55	735	394	74
837	19	273	113	461	438
651	122	151	220	250	719
358	994	951	451	91	744
848	579	153	997	223	360
239	958	570	778	917	527
616	898	174	864	116	150
60	889	781	48	975	988
90	505	116	329	657	507
790	950	399	125	753	884
767	614	780	731	198	718
620	916	332	251	28	916
817	963	515	154	563	739
422	461	724	689	372	279
859	568	371	407	407	801
176	589	89	433	517	116
334	658	44	900	451	976
742	26	651	875	201	926
234	106	162	982	384	649
286	483	72	632	312	276
461	632	190	744	549	15
136	388	76	163	506	779
584	898	156	237	922	913
48	792	339	39	216	286
293	369	195	201	600	784
919	173	266	542	296	920
814	53	205	646	7	753
783	315	547	887	755	566
539	454	118	580	43	912
46	687	292	849	663	219
775	181	52	941	508	111
361	136	295	272	871	466
733	865	849	260	272	695
512	568	338	646	305	515
589	150	439	230	691	796
376	114	107	91	659	798
858	653	308	630	979	619
961	406	351	245	789	462
32	980	767	5	530	499
578	306	580	611	485	284
533	181	338	824	305	7
990	739	507	807	597	60
753	752	134	61	702	655
129	782	39	831	209	804
820	974	438	843	591	33
901	685	289	383	165	698
312	747	292	52	785	199
771	394	504	931	991	367
913	325	219	24	965	781
685	737	588	507	439	184
850	729	678	238	330	771
260	183	889	884	487	582
889	948	101	625	22	119
452	741	114	88	359	129
546	979	143	695	304	299
487	987	740	259	967	365
414	33	82	18	926	598
428	485	733	987	515	790
260	91	444	549	516	428
61	254	695	607	819	521
408	881	430	922	653	767
144	653	686	971	553	765
88	960	97	470	604	368
710	877	233	855	993	576
607	532	943	455	779	655
635	907	98	106	389	534
596	172	302	568	102	211
466	288	614	882	421	644
111	418	221	905	902	326
416	401	824	739	136	925
369	491	37	324	199	946
496	51	661	470	608	254
659	519	167	876	303	576
548	734	970	844	331	262
85	23	544	713	877	404
528	127	218	851	372	768
441	414	596	864	805	116
309	577	403	943	767	546
911	941	238	792	517	785
909	119	869	188	238	180
908	279	349	511	526	636
483	107	474	496	833	568
478	966	131	631	223	752
954	870	386	914	533	605
384	764	909	814	448	850
668	641	800	152	65	393
66	657	151	677	801	621
258	403	290	203	181	388
362	850	842	4	310	262
504	370	248	521	641	668
109	636	780	777	231	35
287	960	726	150	995	170
295	159	26	374	237	125
267	521	692	319	457	961
607	141	703	146	513	65
290	343	965	432	641	201
328	972	245	993	251	530
207	944	340	49	508	382
157	30	93	469	751	910
346	387	974	311	786	431
231	184	602	90	435	812
898	989	914	64	947	871
683	390	857	692	526	754
694	154	143	168	103	76
309	107	210	622	58	109
985	459	62	962	301	611
223	979	890	977	148	216
959	546	376	343	734	974
917	918	542	580	907	412
50	920	672	783	508	337
760	930	324	941	908	964
64	183	360	904	531	358
546	84	242	438	642	325
701	473	637	571	485	636
501	507	861	934	143	600
888	894	399	141	857	822
373	342	878	148	118	28
932	593	306	301	463	711
446	226	904	540	980	327
770	557	376	630	435	656
286	203	868	531	742	769
490	488	321	494	602	322
842	636	858	286	382	356
766	89	468	465	539	268
903	167	744	300	529	164
515	209	720	239	59	502
48	115	116	287	214	290
643	972	114	689	727	439
23	277	791	643	857	907
128	950	975	772	836	414
213	585	548	262	665	640
862	503	476	345	248	291
494	214	590	802	640	970
882	551	499	203	138	520
823	480	769	730	159	198
424	955	964	764	199	780
258	338	113	340	534	251
907	855	756	321	395	180
231	579	431	102	326	345
192	943	423	547	384	79
785	722	240	278	594	368
762	305	936	20	877	844
357	92	257	730	276	605
448	520	860	587	91	481
263	132	83	776	361	585
610	775	545	383	277	384
990	287	358	530	657	448
867	918	683	715	5	169
689	461	78	99	235	227
177	836	636	456	615	319
243	855	847	942	563	86
87	530	549	188	375	10
327	955	623	953	606	949
390	837	818	559	794	604
220	536	678	283	186	915
194	117	975	873	860	780
521	619	357	793	848	135
906	754	793	450	13	196
193	770	777	131	796	535
925	994	200	683	551	942
879	877	906	859	689	32
253	660	471	342	956	940
417	406	653	673	171	896
696	121	449	992	882	95
93	231	757	838	469	50
617	194	341	329	625	9
932	208	435	660	356	774
224	515	815	678	119	548
404	526	819	134	726	320
266	464	356	675	641	282
950	687	581	703	745	569
751	141	998	955	812	670
603	579	716	9	465	182
553	296	414	591	107	998
23	36	463	868	596	382
213	183	648	109	90	725
177	326	397	551	195	178
15	369	504	758	350	607
991	548	103	9	874	857
413	217	69	248	888	67
434	586	823	120	773	608
60	148	938	652	443	120
225	357	699	61	463	981
362	194	1000	51	18	283
874	961	129	202	262	231
667	351	769	745	482	420
405	936	504	731	96	705
477	988	909	785	701	944
672	203	28	603	343	569
450	469	221	887	190	649
22	951	544	204	648	943
354	993	68	987	55	826
388	456	736	38	446	473
655	222	689	340	36	482
880	155	349	436	96	706
399	31	432	249	99	122
168	861	28	729	807	619
60	262	517	560	751	67
208	557	51	196	456	706
818	395	54	704	156	301
432	944	89	771	813	257
494	283	939	289	813	844
209	114	886	294	943	993
48	664	761	900	906	100
919	202	24	268	327	695
977	107	471	832	322	570
729	572	572	486	825	729
781	354	83	774	902	216
611	542	756	679	321	804
150	619	680	734	844	428
163	183	879	100	434	879
875	963	120	312	763	821
641	937	49	270	409	531
51	380	281	929	163	558
688	207	175	721	159	677
93	215	538	100	695	308
910	530	749	779	444	314
716	693	511	198	528	508
499	486	217	941	47	61
676	984	248	553	334	459
990	45	500	211	520	377
515	425	281	472	650	999
213	172	909	29	994	971
734	187	867	953	843	848
287	449	757	376	95	246
630	723	246	588	696	949
645	998	538	664	679	415
683	953	582	365	364	436
845	984	470	193	20	585
170	320	656	677	479	770
889	367	37	148	113	832
